Title,LikeCount,date,year,Views
Why are cockroaches so hard to kill?,72000,2022-04-01,2022,2481844
A future worth getting excited about,331000,2022-04-01,2022,11057101
"Elon Musk talks Twitter, Tesla and how his brain works — live at TED2022",458000,2022-04-01,2022,15343475
The myth of Hades and Persephone,59000,2022-04-01,2022,1991003
Ukraine's fight to keep educating its children,60000,2022-04-01,2022,2008444
Nuclear threat and the war in Ukraine,1200,2022-04-01,2022,41396
The likability dilemma for women leaders,58000,2022-04-01,2022,1968186
Ethical dilemma: Who should you believe?,22000,2022-04-01,2022,751115
Stand with Ukraine in the fight against evil,63000,2022-04-01,2022,2119382
We could kick-start life on another planet. Should we?,52000,2022-04-01,2022,1743977
"If you're scared of snakes, watch this",42000,2022-04-01,2022,1418894
"The rhythm and rhyme of memory, solitude and community",50000,2022-04-01,2022,1696387
5 promising factors propelling climate action,58000,2022-04-01,2022,1949107
"NFTs, the metaverse and the future of digital art",61000,2022-04-01,2022,2061501
History vs. Tamerlane the Conqueror,19000,2022-04-01,2022,656154
Live drawings of the human experience,46000,2022-04-01,2022,1540544
Why the Sun could crash your internet,15000,2022-04-01,2022,515243
A vision for sustainability in aviation,1000,2022-04-01,2022,33751
How we're turning carbon waste into jet fuel (and everything else),768000,2022-04-01,2022,25682
The 100 tampons NASA (almost) sent to space -- and other absurd songs,50000,2022-04-01,2022,1692218
"""Everything I Need"" / ""Find Your Tribe"" / ""I Am Free""",150000,2022-03-01,2022,NA
What it's like to be a war refugee,48000,2022-03-01,2022,1633455
How webtoons are changing movies and TV,53000,2022-03-01,2022,1799875
What my gender transition taught me about womanhood,56000,2022-03-01,2022,1889791
A riddle of ice and fire dragons,29000,2022-03-01,2022,981738
"Goats, blockchain and the future of money",52000,2022-03-01,2022,1749973
What does a voice of the future sound like?,10000,2022-03-01,2022,363631
Why all melodies should be free for musicians to use,53000,2022-03-01,2022,1792011
The Chinese legend of the butterfly lovers,44000,2022-03-01,2022,1498373
The African swamp protecting Earth's environment,48000,2022-03-01,2022,1627984
The future will be shaped by optimists,65000,2022-03-01,2022,2175002
How do you know you're not dreaming?,16000,2022-03-01,2022,559767
The hidden power of sad songs and rainy days,64000,2022-03-01,2022,2146636
Powerful photos that honor the lives of overlooked women,51000,2022-03-01,2022,1714851
Why entrepreneurship flourishes in the countryside,52000,2022-03-01,2022,1738240
The deep sea's medicinal secrets,58000,2022-03-01,2022,1944205
4 signs of emotional abuse,20000,2022-03-01,2022,695777
The power of purpose in business,59000,2022-03-01,2022,1975423
Climate change isn't a distant threat -- it's our reality,50000,2022-03-01,2022,1685674
How pigeons took over the world,20000,2022-03-01,2022,671933
3 things men can do to promote gender equity,57000,2022-03-01,2022,1935258
Self-assembling robots and the potential of artificial evolution,53000,2022-03-01,2022,1779577
How I became the world's first publicly traded person,1000,2022-03-01,2022,35031
What does it mean to be a refugee?,43000,2022-03-01,2022,1469839
War in Ukraine -- and what it means for the world order,115000,2022-03-01,2022,3837936
How to design mosquitoes out of cities,52000,2022-03-01,2022,1748709
An aerial perspective on renewable energy,304000,2022-03-01,2022,10180
The movement that inspired the Holocaust,34000,2022-03-01,2022,1145303
The critical role of Black mothers -- and how to support all moms,53000,2022-03-01,2022,1793742
The creativity and community behind fanfiction,55000,2022-03-01,2022,1858318
3 lessons on hope in challenging times,53000,2022-03-01,2022,1769813
The myth of the moon goddess,46000,2022-03-01,2022,1548027
How to share public money fairly,56000,2022-03-01,2022,1867855
"""I Hope"" / ""DAWN""",80000,2022-03-01,2022,NA
"""A seat at the table"" isn't the solution for gender equity",72000,2022-03-01,2022,2405092
Why US laws must expand beyond the nuclear family,58000,2022-03-01,2022,1962797
The ingredient in almost everything you eat,15000,2022-03-01,2022,511392
What seaweed and cow burps have to do with climate change,57000,2022-03-01,2022,1905114
The war in Ukraine could change everything,217000,2022-03-01,2022,7249341
3 ways your company's data can jump-start climate action,48000,2022-03-01,2022,1623319
The dark history of the suburbs,12000,2022-03-01,2022,411317
My secret to creating real magic,56000,2022-03-01,2022,1887375
The carbonless fuel that could change how we ship goods,50000,2022-02-01,2022,1693326
"""This Town"" / ""Too Far Gone""",113000,2022-02-01,2022,NA
Can you survive the creation of the universe by solving this riddle?,27000,2022-02-01,2022,937063
How the higher education system fails Black educators,683000,2022-02-01,2022,22823
The counterintuitive psychology of insurance,53000,2022-02-01,2022,1798292
"Are ad agencies, PR firms and lobbyists destroying the climate?",54000,2022-02-01,2022,1805476
Building the impossible: Golden Gate Bridge,20000,2022-02-01,2022,696636
"The ""greenhouse-in-a-box"" empowering farmers in India",51000,2022-02-01,2022,1726936
Climate action needs new frontline leadership,53000,2022-02-01,2022,1791634
The dark history of the overthrow of Hawaii,23000,2022-02-01,2022,794790
Why play is essential for business,55000,2022-02-01,2022,1855722
Why is China appointing judges to combat climate change?,53000,2022-02-01,2022,1769748
Cement's carbon problem -- and 2 ways to fix it,192000,2022-02-01,2022,NA
The tragedy of air pollution -- and an urgent demand for clean air,50000,2022-02-01,2022,1690082
The myth of Narcissus and Echo,36000,2022-02-01,2022,1214183
You deserve the right to repair your stuff,69000,2022-02-01,2022,2340154
What nature can teach us about sustainable business,9700,2022-02-01,2022,324231
The origins of blackface and Black stereotypes,57000,2022-02-01,2022,1914055
A sex therapist's secret to rediscovering your spark,12000,2022-02-01,2022,433644
How do jetpacks work? And why don't we all have them?,9000,2022-02-01,2022,301143
4 kinds of regret -- and what they teach you about yourself,87000,2022-02-01,2022,2939543
"How to fix the ""bugs"" in the net-zero code",52000,2022-02-01,2022,1742830
How film captures the space between hope and despair,57000,2022-02-01,2022,1925949
"What is ""normal"" and what is ""different""?",24000,2022-02-01,2022,815950
The ocean's ingenious climate solutions,50000,2022-02-01,2022,1681939
How we're reducing the climate impact of electronics,9500,2022-02-01,2022,319916
A vibrant dance performance of funk classics,324000,2022-02-01,2022,10839
"""Dive In""",894000,2022-02-01,2022,29944
Got millet? How marketing could improve the lives of African farmers,54000,2022-02-01,2022,1814983
The myth of Gawain and the Green Knight,29000,2022-02-01,2022,976916
How wind energy could power Earth ... 18 times over,55000,2022-02-01,2022,1841203
The incredible cancer-detecting potential of photoacoustic imaging,17000,2022-02-01,2022,580262
How to fix two of the most broken systems in the US,51000,2022-02-01,2022,1729110
Can you outsmart the fallacy that divided a nation?,19000,2022-02-01,2022,643767
Sex education should start with consent,57000,2022-02-01,2022,1911541
Smart solutions to decarbonize buildings,12000,2022-01-01,2022,412291
Sustainable cooling that doesn't warm the planet,50000,2022-01-01,2022,1690009
The mind-bending art of deep time,59000,2022-01-01,2022,1997677
"The myth of Anansi, the trickster spider",20000,2022-01-01,2022,671021
A different understanding of American patriotism,54000,2022-01-01,2022,1801470
4 ways to redefine power at work to include women of color,52000,2022-01-01,2022,1755910
How to boost nature-based solutions to climate change,2700,2022-01-01,2022,91702
Which animal has the best eyesight?,26000,2022-01-01,2022,875124
The new reality of fashion is digital,50000,2022-01-01,2022,1674932
Could we treat Alzheimer's with light and sound?,61000,2022-01-01,2022,2283761
What if women built the world they want to see?,72000,2022-01-01,2022,2443766
How to fix broken supply chains,55000,2022-01-01,2022,1837804
Why we need better stories,107000,2022-01-01,2022,NA
Can you solve the birthday cake riddle?,36000,2022-01-01,2022,1221063
What you need to know about carbon removal,51000,2022-01-01,2022,1726364
How radical hospitality can change the lives of the formerly incarcerated,51000,2022-01-01,2022,1718122
The tragic myth of the Sun God's son,51000,2022-01-01,2022,1739500
"The unexpected, underwater plant fighting climate change",52000,2022-01-01,2022,1760963
How to break down barriers and not accept limits,68000,2022-01-01,2022,2298210
"""A Ride With Polly Jean"" / ""Ali Farka Touche""",675000,2022-01-01,2022,22542
Why do cats have vertical pupils?,87000,2022-01-01,2022,2924566
Why great leaders take humor seriously,66000,2022-01-01,2022,2224676
One company at a time,463000,2022-01-01,2022,15505
On masculinity and mental health,1700,2022-01-01,2022,58358
How visual storytelling creates better health care,56000,2022-01-01,2022,1896378
Why is it so hard to escape poverty?,95000,2022-01-01,2022,3250497
"""You and I"" / ""Attention""",1200,2022-01-01,2022,43366
How to realistically decarbonize the oil and gas industry,52000,2022-01-01,2022,1736871
"I'm tired of people telling me to ""grind""",7200,2022-01-01,2022,242618
How biochar removes CO2 from the air -- and helps farmers thrive,57000,2022-01-01,2022,1929877
"The creativity, innovation and ingenuity languishing in US prisons",51000,2022-01-01,2022,1702234
The architectural mastermind behind modern Singapore,54000,2022-01-01,2022,1806484
The myth of Loki's monstrous children,48000,2022-01-01,2022,1641527
"What makes a job ""good"" -- and the case for investing in people",59000,2022-01-01,2022,1970452
Language shouldn't be a barrier to climate action,66000,2022-01-01,2022,2233519
Human-centered justice,484000,2022-01-01,2022,16192
Why is the Mona Lisa so famous?,57000,2022-01-01,2022,1917181
How moms shape the world,57000,2022-01-01,2022,1925634
Why a free and fair internet is more vital than ever,60000,2021-12-01,2021,2016616
It's time to write a new climate story,508000,2021-12-01,2021,16972
"Blood, concrete, and dynamite: Building the Hoover Dam",26000,2021-12-01,2021,881654
4 ways the COVID-19 pandemic changed the way we sleep,14000,2021-12-01,2021,472866
You can only save one— who do you choose?,57000,2021-12-01,2021,1922546
How to escape the cynicism trap,82000,2021-12-01,2021,2789897
"Use your voice, vote and wallet for climate action",52000,2021-12-01,2021,1743993
A king cobra bite -- and a scientific discovery,57000,2021-12-01,2021,1932739
How we could better predict and stop floods,51000,2021-12-01,2021,1720864
Dreams and details for a decarbonized future,46000,2021-12-01,2021,1563270
The dark history of Mount Rushmore,21000,2021-12-01,2021,721357
"Siri, Alexa, Google ... what comes next?",55000,2021-12-01,2021,1859290
A new way to help young people with their mental health,55000,2021-12-01,2021,1854372
How to deal with your insomnia -- and finally get to sleep,15000,2021-12-01,2021,533966
Would you raise the bird that murdered your children?,56000,2021-12-01,2021,1881938
A vision of sustainable housing for all of humanity,52000,2021-12-01,2021,1749585
"""Your Song"" / ""Real Life""",187000,2021-12-01,2021,NA
3 ways to prepare society for the next pandemic,55000,2021-12-01,2021,1857538
The need for family reunification -- to make families whole again,53000,2021-12-01,2021,1783214
Education is a fundamental right for every child,56000,2021-12-01,2021,1889628
The life-changing power of assistive technologies,59000,2021-12-01,2021,1979367
How to protect your mental well-being online -- from a Gen-Zer,51000,2021-12-01,2021,1714079
A next-generation solution to the climate crisis,37000,2021-12-01,2021,1266283
"""Astral Plane""",125000,2021-12-01,2021,NA
5 keys to shifting to a well-being economy -- and the cost of inaction,240000,2021-12-01,2021,NA
3 ways to lower the barriers to higher education,58000,2021-12-01,2021,1945267
How one of the most profitable companies in history rose to power,23000,2021-12-01,2021,798986
